movie_id,title,year,tmdb_id,directors,actors,genres,tags,avg_rating,rating_count
53450,"Legend of Sleepy Hollow, The",1980,170261,,,Comedy Fantasy Horror,,3.3115,61
53453,Starcrash (a.k.a. Star Crash),1978,22049,,,Action Adventure Fantasy Sci-Fi,bd-video,1.9375,8
53460,Surf's Up,2007,9408,,,Animation Children Comedy,shia labeouf zooey deschanel below r mockumentary surfing =================== ash brannon chris buck,3.3838,628
53464,Fantastic Four: Rise of the Silver Surfer,2007,1979,,,Action Adventure Sci-Fi,marvel jessica alba superheroes bad acting based on comic book superhero adapted from:comic bad jokes,2.8473,1987
53466,Nancy Drew,2007,14043,,,Adventure Crime Thriller,adapted from:book series amateur detective emma roberts acting amy bruckner barry bostwick cameo:bruce willis craig gellis,2.8957,139
53468,Fido,2006,10288,,,Comedy Horror Thriller,zombies 1950s post-apocalyptic satire social commentary canadian carrie-anne moss comedy,3.5695,482
53476,"Iceberg, L'",2005,74055,,,Comedy,boring eskimos french physical comedy quirky,3.5312,16
53498,Who the #$&% is Jackson Pollock?,2006,45664,,,Documentary,clueless trucker conceited art critics jackson pollock,3.2167,30
53519,Death Proof,2007,1991,,,Action Adventure Crime Horror Thriller,quentin tarantino car chase kurt russell great soundtrack slow paced kick-butt women grindhouse dialogue,3.5634,2555
53548,Robot Monster,1953,43353,,,Horror Sci-Fi,black and white death ray gorilla suit low budget shirtless men so bad it's good youtube,1.7,5
53550,Rescue Dawn,2006,9952,,,Action Adventure Drama War,christian bale werner herzog vietnam war prison escape true story rescue steve zahn inaccurate,3.6197,1065
53554,"Blue Bird, The",1940,60400,,,Children Fantasy,shirley temple walter lang,3.5,5
53561,"Wedding Night, The",1935,32004,,,Drama Romance,,3.0,2
53569,"Amateurs, The (Moguls, The)",2005,17035,,,Comedy,pornography bgab lrc michael traeger movie business porn small town,2.9459,37
53574,"TV Set, The",2006,17320,,,Comedy Drama,jake kasdan,3.25,82
53578,"Valet, The (La doublure)",2006,21427,,,Comedy,clever comedy enjoyable francis veber french hilarious,3.4056,90
53582,Dodge City,1939,17660,,,Romance Western,add to prospects list dvd-ram michael curtiz,3.1875,24
53584,"Mistress of Spices, The",2005,9724,,,Romance,,2.9444,9
53592,Four Minutes (Vier Minuten),2006,1294,,,Drama,music world war ii bloody chris kraus german lesbian piano shocking,3.7105,38
53600,In Your Hands (Forbrydelser),2004,33294,,,Drama,,3.3,5
53651,Once You're Born You Can No Longer Hide (Quando sei nato non puoi più nasconderti),2005,57425,,,Adventure Drama,,3.7,5
53737,"Night of the Generals, The",1967,42700,,,Crime Drama Mystery Thriller War,peter o'toole 01/11 02/11 03/11 04/11 05/10 05/11 06/10,3.3889,72
53741,"Comedy of Power (Ivresse du pouvoir, L')",2006,12713,,,Drama,,3.1364,11
53752,Gui Si (Silk),2006,25875,,,Drama Horror Mystery Sci-Fi Thriller,overly dramatic predictable,3.2778,9
53766,Breaking News (Daai si gin),2004,12543,,,Action Crime Drama,action crime criminals gunfight hostage hostages johnnie to long takes,3.1136,22
53769,In Search of a Midnight Kiss,2007,13120,,,Comedy Romance,loneliness atmospheric bittersweet best viewed in black and white funny great dialogue realistic color version,3.6944,144
53771,Alice in Wonderland,1985,34573,,,Adventure Children Fantasy,harry harris,2.5,7
53774,"Mystery of Picasso, The (Le mystère Picasso)",1956,71822,,,Documentary,,3.6538,13
53788,Exiled (Fong juk),2006,13807,,,Action Crime Thriller,johnnie to 01/10 10/09 11/09 12/09 anthony wong chau-sang choreographed shootouts francis ng,3.5435,69
53808,Bring It On: All or Nothing,2006,11211,,,Comedy,better than expected cheerleading high school rihanna,2.375,12
53827,Sybil,1976,27138,,,Drama,mental illness child abuse dissociative identity disorder emotional healing intense multiple personalities multiple personality disorder true story,3.569,116
53833,David Holzman's Diary,1967,85535,,,Documentary Drama,jim mcbride,3.9545,11
53835,Journey to Italy (Viaggio in Italia) (Voyage to Italy) (Voyage in Italy),1954,2748,,,Drama Romance,01/11 02/11 03/11 04/11 05/11 06/11 10/10 11/10,3.6951,41
53837,Swoon,1992,54934,,,Crime Drama,,3.4615,13
53839,East Side Story,1997,125025,,,Documentary Musical,,3.2143,7
53841,Knock on Wood,1954,55859,,,Comedy,danny kaye melvin frank norman panama,3.3,5
53843,O.C. and Stiggs,1985,27464,,,Comedy,suburbia,2.4545,11
53845,"Homecoming, The",1973,122291,,,Drama,,3.3,5
53847,"Woman Chaser, The",1999,28666,,,Comedy,,3.6667,6
53849,Uranus,1990,41930,,,Comedy Drama,alcoholic hero,3.1,5
53851,American Friends,1991,75350,,,Drama Romance,,3.5,6
53853,Within Our Gates,1920,77621,,,Drama Romance,bd-r dvd-r dvd-ram,3.6875,8
53855,Johnny Tremain,1957,43229,,,Adventure Children War,strong men with guns,3.2273,11
53857,Alan & Naomi,1992,266525,,,Children Drama,,2.6667,3
53859,Goal II: Living the Dream,2007,9815,,,Action Drama,soccer sports,2.6638,58
53873,Cheech & Chong: Still Smokin',1983,12695,,,Comedy,,2.7083,12
53880,Putney Swope,1969,32575,,,Comedy,criterion dvd-ram robert downey sr. vhs,3.4375,24
53883,"Power of Nightmares, The: The Rise of the Politics of Fear",2004,49870,,,Documentary,adam curtis politics corruption terrorism 01/10 02/10 03/10 05/10,3.9903,154
53885,"Trials of Darryl Hunt, The",2006,37985,,,Crime Documentary,anne sundberg ricki stern,4.0625,8
53887,O Lucky Man!,1973,42464,,,Comedy Drama Fantasy Musical,lindsay anderson 03/09 betamax less than 300 ratings long mick travis (series) nudity (topless - brief) nudity (topless),3.7571,105
53894,Sicko,2007,2359,,,Documentary Drama,michael moore health care documentary american idiocy corruption cuba documentary critique liberal propaganda,3.7777,1970
53906,Popular Music (Populärmusik från Vittula),2004,442,,,Comedy Drama,based on a book 1960s abuse coming of age friendship laestadianism lappland pop music,3.3554,83
53912,Awesome; I Fuckin Shot That!,2006,25150,,,Documentary Musical,beastie boys dvd-r hip hop,3.3214,14
53916,Tea and Sympathy,1956,63096,,,Drama Romance,bd-r vincente minnelli,3.5556,9
53919,"Man in the Iron Mask, The",1939,43836,,,Adventure,bd-r james whale multiple roles royalty,3.2632,95
53921,"Mighty Heart, A",2007,1988,,,Drama Thriller,angelina jolie nudity (topless - notable) michael winterbottom 10-2-2008 character based on real person:daniel pearl clearplay daniel pearl r,3.2869,244
53953,1408,2007,3021,,,Drama Horror Thriller,stephen king claustrophobic john cusack hotel samuel l. jackson scary author:stephen king horror,3.2909,2365
53956,Death at a Funeral,2007,2196,,,Comedy,dark comedy british british comedy farce male nudity drugs funeral brother-brother relationship,3.7,1300
53963,Clubland (a.k.a. Introducing the Dwights),2007,18425,,,Comedy Drama,nudity (topless),2.7,5
53967,High Road to China,1983,19606,,,Adventure Drama Romance War,tom selleck betamax biplanes brian blessed lewis guns wilford brimley,3.0952,21
53972,Live Free or Die Hard,2007,1571,,,Action Adventure Crime Thriller,bruce willis hackers action action packed terrorism unrealistic comedy justin long,3.5777,4058
53974,License to Wed,2007,2959,,,Comedy Romance,mandy moore robin williams central event:wedding preparation crude cute disrespectful funny happy ending,2.5964,337
53988,Evening,2007,6022,,,Drama,adapted from:book author:susan minot based on a book claire danes hugh dancy meryl streep unrealised ideas by creators vanessa redgrave,3.087,138
53993,Evan Almighty,2007,2698,,,Comedy Fantasy,biblical christianity steve carell god morgan freeman environmental family religion,2.7824,1434
53996,Transformers,2007,1858,,,Action Sci-Fi Thriller IMAX,robots enormously long battle scene special effects giant robots michael bay based on a comic man versus machine megan fox,3.3221,5664
53999,Captivity,2007,14125,,,Crime Thriller,bad copy of saw stupid people bob*ola torture,2.3821,140
54001,Harry Potter and the Order of the Phoenix,2007,675,,,Adventure Drama Fantasy IMAX,magic harry potter based on a book emma watson fantasy gary oldman helena bonham carter not true to the book,3.7475,5967
54004,I Now Pronounce You Chuck and Larry,2007,3563,,,Comedy Romance,"adam sandler jessica biel kevin james social commentary comedy stereotype:gay steve buscemi \\""jessica biel is hot like hell\""\""""",2.9388,996
54010,Bedtime Story,1964,40618,,,Comedy,might like remakeof:bedtime story (1964),3.0,1
54020,McQ,1974,26185,,,Action Crime Drama,clv,3.375,16
54049,"Mean Season, The",1985,31652,,,Crime Thriller,betamax phillip borsos,3.0294,17
54056,Back In Action,1993,30443,,,Action Adventure Drama,,1.5,2
54067,Heart of Dragon (Long de xin),1985,18763,,,Action Comedy Crime Drama War,,2.1667,3
54075,Arn: The Knight Templar (Arn - Tempelriddaren),2007,13491,,,Action Adventure Drama Romance War,medieval church crusaders crusades templar templars war based on a book,3.1443,149
54094,Driving Lessons,2006,11404,,,Comedy Drama,rupert grint gingers are scary jeremy brock netflix,3.4439,107
54116,First Snow,2006,16083,,,Drama Thriller,fate male female relationship male-female relationship mark fergus waste of 95 minutes,3.151,96
54121,Broken Arrow,1950,37292,,,Drama Romance Western,delmer daves less than 300 ratings old tucson studios setting:arizona setting:tucson youtube,2.9902,51
54144,"Last Time, The",2006,27683,,,Comedy Drama Romance,nudity (topless),3.2727,11
54171,Re-cycle (Gwai wik),2006,13402,,,Fantasy Horror,atmospheric scenery alternative realities atmospherically beautiful author bad ending beautiful surreal,3.3125,16
54176,No Time For Sergeants,1958,19968,,,Adventure Comedy War,bd-r mervyn leroy might like,3.5,16
54185,Manufactured Landscapes,2006,24582,,,Documentary,artistic artist boring cinematography epic jennifer baichwal slow stylized,3.5702,57
54190,Across the Universe,2007,4688,,,Drama Fantasy Musical Romance,beatles musical beatles soundtrack the beatles rock and roll julie taymor visually appealing 1960s,3.6701,1687
54193,Broken English,2007,13337,,,Comedy Drama Romance,less than 300 ratings,3.4086,93
54196,Brand Upon the Brain!,2006,27359,,,Adventure Fantasy Mystery,nudity (topless) criterion guy maddin island neo-silent netflix nudity (topless - brief),3.4151,53
54198,Boris and Natasha,1992,101897,,,Action Comedy,,2.9167,12
54220,"Sterile Cuckoo, The",1969,54494,,,Comedy Drama,,3.3182,11
54229,When the Wind Blows,1986,10857,,,Animation War,01/11 02/11 03/11 05/11 animation based on a book betamax death,3.5417,48
54239,"Dawn Patrol, The (Flight Commander)",1930,81847,,,Action Drama War,howard hawks might like,3.7143,7
54241,"Lives of a Bengal Lancer, The",1935,43898,,,Adventure Drama,colonialism india 01/11 02/11 03/11 04/11 05/11 06/11,3.2759,29
54243,"Piano Tuner of Earthquakes, The",2005,44502,,,Drama Fantasy Romance,,2.9545,11
54248,"Dog's Breakfast, A",2007,18632,,,Comedy,dark comedy cameo cameos dark david hewlett indie insanity killing,3.12,25
54251,Dorian Blues,2004,32444,,,Comedy,,2.7143,7
54254,Come Early Morning,2006,7547,,,Drama Romance,might like,3.6429,7
54256,Hot Rod,2007,10074,,,Comedy,andy samberg bill hader future cult classic isla fisher stunts cool beans danny mcbride funny,3.4132,530
54259,Stardust,2007,2270,,,Adventure Comedy Fantasy Romance,fairy tale fantasy robert de niro neil gaiman based on a book pirates fairy tale romance magic,3.8517,4300
54262,Murder Most Foul,1964,757,,,Comedy Crime Drama Mystery Thriller,bd-r george pollock,3.3125,8
54268,Who's Your Caddy?,2007,15581,,,Comedy,golf imdb bottom 100,1.4167,36
54270,Skinwalkers,2007,14219,,,Horror Thriller,'more like skankwalkers' bad even for me werewolf,2.1395,86
54272,"Simpsons Movie, The",2007,35,,,Animation Comedy,animation simpsons comedy humorous based on a tv show funny cameo:tom hanks humor,3.5028,5450
54274,I Know Who Killed Me,2007,5857,,,Crime Drama Thriller,serial killer torture golden raspberry (worst actress) golden raspberry (worst picture) gruesome (torture scenes) kidnapping multiple roles murder,1.8438,176
54276,No Reservations,2007,3638,,,Comedy Drama Romance,catherine zeta-jones aaron eckhart abigail breslin remake cooking patricia clarkson blindfold bob balaban,3.2675,486
54278,Underdog,2007,6589,,,Action Adventure Children Comedy Fantasy Sci-Fi,animation remade as live action based on a tv show dvd jacksonville netflix perrot library redbox,2.5399,138
54281,Charlie Bartlett,2007,8669,,,Comedy Drama,robert downey jr. anton yelchin drugs high school coming of age kat dennings movie to see redemption,3.5939,719
54284,"Cantante, El",2007,15934,,,Drama Musical,aids biography drugs in netflix queue latin music musicians true story,2.9318,22
54286,"Bourne Ultimatum, The",2007,2503,,,Action Crime Thriller,espionage action twist ending matt damon spy thriller conspiracy assassin robert ludlum,3.9731,10798
54290,Bratz: The Movie,2007,14123,,,Comedy,why the terrorists hate us bad message stereotypes fashion friendship high school merchandise driven movies like this shouldn't be made!,1.1056,180
54318,Cruel Story of Youth (Seishun zankoku monogatari),1960,88527,,,Drama,dvd-r rape,3.5,11
54326,"Sierra, La",2005,155386,,,Documentary,colombia south america colombia reality latin america narration,5.0,1
54328,My Best Friend (Mon meilleur ami),2006,4516,,,Comedy,patrice leconte daniel auteuil french film library,3.3214,84
54331,You Kill Me,2007,8141,,,Comedy Crime Thriller,protagonist is an assassin anti-hero john dahl protagonist is a recovering alcoholic,3.4305,259
54341,Wild Tigers I Have Known,2006,59995,,,Drama,gay bad script coming of age controversial lgbt,3.0714,7
54349,Reincarnation,2005,14217,,,Horror Mystery,,3.0,2
54354,China Blue,2005,54546,,,Documentary,china reality documentary manufacturing,4.2,5
54372,Tell No One (Ne le dis à personne),2006,10795,,,Crime Drama Mystery Thriller,murder mystery french nudity (full frontal) mystery thriller twist ending based on a book nudity (full frontal - brief),3.841,654
54378,Man's Job (Miehen työ),2007,20163,,,Drama,prostitution tommi korpela,3.0673,52
54406,Morning Glory,1933,31777,,,Drama Romance,bd-r not available from netflix,3.1296,27
54419,Czech Dream (Ceský sen),2004,33916,,,Documentary,03/10 05/10,3.2222,27
54426,12:08 East of Bucharest (A fost sau n-a fost?),2006,24159,,,Comedy Drama,communism corneliu porumboiu romania 01/10 01/11 02/10 03/10 05/10,3.3684,57
54445,"All the Way Boys (Più forte, ragazzi!)",1972,1721,,,Action Adventure Comedy,,3.0,5
54455,Teachers,1984,31601,,,Comedy Drama Romance,high school nudity (topless),3.0714,21
54480,Jack the Giant Killer,1962,25360,,,Adventure Fantasy,bd-r,2.875,4
54491,If I Were You (Se Eu Fosse Você),2006,34588,,,Comedy,,3.3889,9
54493,"Manitou, The",1978,40060,,,Horror,based on a book bd-r evil spirits possession,2.0833,6
54501,Miss Julie,1951,18650,,,Drama,alf sjöberg criterion dvd-video erlend's dvds,3.1429,7
54503,Superbad,2007,8363,,,Comedy,comedy michael cera seth rogen friendship high school nerds hilarious teen movie,3.7862,6670
54505,Arctic Tale,2007,4658,,,Documentary,,3.0667,30
54510,Joshua,2007,5956,,,Drama Thriller,disturbing nudity (topless - brief) nudity (topless) sam rockwell thriller,2.8871,62
54513,Talk to Me,2007,6535,,,Drama,don cheadle bgab lrc biography chiwetel ejiofor clearplay kasi lemmons r radio,3.4667,165
54519,Princesas,2005,1127,,,Drama,es family girltalk nudity (topless) spain spanish films,3.1111,18
54536,"Tripper, The",2006,9847,,,Horror,david arquette nudity (full frontal),2.3333,3
54542,Command Decision,1948,23861,,,Drama War,sam wood,3.0,5
54554,"Cave of the Yellow Dog, The",2005,1393,,,Drama,,3.0,5
54561,Abraham,1993,2701,,,Adventure Drama,,2.3333,3
54580,"Young Lieutenant, The (Le petit lieutenant)",2005,12455,,,Crime Drama,,3.0,11
54605,"Kill, Baby, Kill (Operazione paura)",1966,28049,,,Horror,mario bava,3.3889,27
54607,"War Tapes, The",2006,23495,,,Documentary War,iraq iraq war middle east military,3.35,10
54612,Resurrecting the Champ,2007,13074,,,Drama,alan alda rachel nichols samuel l. jackson bgab lrc bland ethics father-son relationship josh hartnett,3.3451,113
54614,American Pastime,2007,17274,,,Drama Romance,,3.0,1
54617,"Brice Man, The (Brice de Nice)",2005,17350,,,Comedy,,3.1667,3
54621,Molière,2007,21494,,,Comedy Drama Romance,,3.6038,53
54648,Rush Hour 3,2007,5174,,,Action Comedy Crime Thriller,chris tucker comedy jackie chan cheesy kung fu big budget martial arts 27-12-2007,2.9386,814
54652,1991: The Year Punk Broke,1992,28742,,,Documentary,musicians punk rock rock and roll,2.75,2
54686,"Last Legion, The",2007,9703,,,Action Adventure Fantasy War,female warriors king arthur 17-1-2008 arthurian legend below r bronze punk child in peril colin firth,2.8234,167
54689,"Last Casino, The",2004,22085,,,Comedy Drama,blackjack canada card counting casino gambling katharine isabelle might like,4.0,1
54691,Lady Chatterley,2006,3542,,,Drama Romance,based on a book nudity (full frontal) adapted from:book author:d.h. lawrence d.h. lawrence dvd-ram easily confused with other movie(s) (title) library,3.4429,35
54725,Under the Yum Yum Tree,1963,43750,,,Comedy,bd-r,2.25,4
54732,Balls of Fury,2007,9750,,,Comedy,christopher walken obvious disappointing maggie q pingpong kaf movie to see netflix,2.507,502
54734,Sydney White,2007,10760,,,Comedy,amanda bynes amanda bynes acting geeks college over the top teen movie,3.0477,199
54736,"Kingdom, The",2007,4349,,,Action Drama Thriller,terrorism middle east fbi propaganda saudi arabia bombs explosions jamie foxx,3.5913,1315
54738,Wind Chill,2007,14223,,,Drama Horror Thriller,,2.9677,31
54745,Rocket Science,2007,13068,,,Comedy Drama,debate good soundtrack high school less than 300 ratings netflix quirky stuttering the stuttering is mostly annoying,3.5729,336
54758,TerrorStorm: A History of Government-Sponsored Terrorism,2006,9561,,,Documentary,alex jones interesting long really long terrorism youtube,3.0,2
54768,Daddy Day Camp,2007,14144,,,Children Comedy,acting boring camp childish imdb bottom 100 netflix silly,2.2558,129
54771,"Invasion, The",2007,4858,,,Action Drama Horror Sci-Fi Thriller,nicole kidman daniel craig epidemic aliens brain sucking aliens remake below r alien invasion,3.0169,532
54775,War,2007,10431,,,Action Thriller,jason statham jet li revenge acting anticlimactic assassin bob*ola choppy editing,2.9791,358
54778,Illegal Tender,2007,15156,,,Crime Drama Thriller,,2.4444,9
54780,"Nanny Diaries, The",2007,12435,,,Comedy Drama Romance,scarlett johansson paul giamatti rich and poor alicia keys anthropology laura linney nanny cady huffman,2.9155,373
54783,September Dawn,2007,14877,,,Drama Romance Western,19th century clearplay history massacre mormon native americans r religion,2.0862,29
54785,Halloween,2007,2082,,,Horror,remake rob zombie nudity (full frontal) slasher danny trejo over the top teens violent,2.9969,485
54787,Death Sentence,2007,11835,,,Drama Thriller,revenge james wan john goodman kevin bacon violence bob*ola maybe movie to see hd,3.2278,316
54796,2 Days in Paris,2007,1845,,,Comedy Drama Romance,julie delpy setting:paris paris adam goldberg americans are jerks less than 300 ratings nudity (topless) daniel brã¼hl,3.4379,507
54826,Do You Like Hitchcock? (Ti piace Hitchcock?),2005,14229,,,Horror Mystery Thriller,nudity (topless),2.6111,9
54833,Brighton Rock,1947,13385,,,Crime Drama Film-Noir,03/11 bd-r john boulting not available from netflix,3.6618,34
54872,Keoma,1976,6609,,,Action Drama Western,brothers enzo g. castellari racism,3.7188,16
54875,Face to Face (Faccia a faccia),1967,45211,,,Adventure Western,twists & turns,3.5,2
54878,"Professional Gun, A (Mercenary, The) (Mercenario, Il)",1968,48169,,,Comedy Western,bd-r sergio corbucci,3.2143,7
54881,"King of Kong, The",2007,13958,,,Documentary,documentary video games geek quirky subculture competition underdog donkey kong 1980s,3.8236,1494
54885,"Wool Cap, The",2004,81700,,,Drama,steven schachter,3.25,4
54908,Taxi 4,2007,2335,,,Action Comedy,french comedy,2.8125,64
54910,Behind the Mask: The Rise of Leslie Vernon,2006,10961,,,Comedy Horror Thriller,serial killer dark humor twist ending dark comedy horror satire spoof mockumentary,3.4765,149
54922,Victory Through Air Power,1943,22779,,,Animation Documentary War,clyde geronimi h.c. potter jack kinney james algar,2.5,5
54934,"Brothers Solomon, The",2007,10071,,,Comedy,will arnett will forte bill hader bob odenkirk funny hilarious pregnancy to see,2.6447,114
54958,Bordertown,2006,4351,,,Crime Drama Thriller,nudity (topless) antonio banderas jennifer lopez journalists murder investigations nudity (topless - brief) rapes seen 2012,3.0625,24
54962,"Nines, The",2007,12994,,,Drama Mystery,alternate reality multiple storylines bad plot thought-provoking twist ending christianity contrived godlike video game,3.3357,359
54964,Die! Die! My Darling! (Fanatic),1965,42735,,,Horror Thriller,bd-r dvd-r,3.0833,6
54967,"Hunting and Gathering (Ensemble, c'est tout)",2007,2882,,,Drama Romance,alain sachs audrey tautou franã§oise bertin guillaume canet laurent stocker love triangle stuttering,3.6216,37
54972,"New Wave, A",2007,53975,,,Action Crime,,2.5,3
54978,"Good Night, The",2007,13501,,,Comedy Drama Fantasy Musical Romance,dreams lucid dreaming martin freeman nudity (topless - brief) nudity (topless) penelope cruz simon pegg soundtrack,3.2603,73
54986,"Watch Out, We're Mad (...Altrimenti ci arrabbiamo!)",1974,6916,,,Action Comedy,marcello fondato,3.8333,6
54988,Stories of Lost Souls,2005,84242,,,Comedy Drama Thriller,,3.0,2
54995,Planet Terror,2007,1992,,,Action Horror Sci-Fi,zombies robert rodriguez bruce willis crude humor grindhouse nudity (topless) over the top sex scene,3.626,2413
54997,3:10 to Yuma,2007,5176,,,Action Crime Drama Western,christian bale russell crowe violent western ridiculous naive remake ben foster,3.7737,4725
54999,Shoot 'Em Up,2007,4141,,,Action Comedy Crime,clive owen paul giamatti satire gun fu ultra-violence gunfight monica bellucci ridiculous,3.3015,1325
55020,"Ten, The",2007,13173,,,Comedy,clearplay david wain episodic famke janssen funny gretchen mol joe lo truglio ken marino,2.7297,172
55031,"Evening with Kevin Smith, An",2002,14348,,,Comedy Documentary,kevin smith movie business funny jason mewes q&a scott mosier j.m. kenny,3.7543,291
55036,Gotti,1996,14786,,,Crime Drama,robert harmon,2.4375,8
55040,Bitter Rice (Riso amaro),1949,31058,,,Drama,bd-r,3.75,10
55050,Fierce People,2005,19583,,,Drama,,3.2143,21
55052,Atonement,2007,4347,,,Drama Romance War,keira knightley james mcavoy romance great cinematography heartbreaking war emotional imagination,3.741,2330
55061,Electroma,2006,13529,,,Drama Sci-Fi,daft punk,3.1923,13
55063,My Winnipeg,2007,13241,,,Documentary Fantasy,bab cinema canada criterion guy maddin manitoba netflix to see toplist08,3.6395,129
55067,Requiem,2006,523,,,Drama Thriller,exorcism mental illness 1970s christianity religion epilepsy true story catholicism,3.7661,124
55069,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile)",2007,2009,,,Drama,abortion friendship golden palm nudity (full frontal) dictatorship long takes 1980s anamaria marinca,3.8454,802
55071,No End in Sight,2007,12901,,,Documentary,documentary iraq war bgab lrc charles ferguson corruption george w. bush military politics,3.8439,301
55073,Mercenary for Justice,2006,13722,,,Action,steven seagal,1.4444,9
55078,Far from the Madding Crowd,1967,3469,,,Drama Romance,thomas hardy adapted from:book author:thomas hardy based on a book bd-r john schlesinger,3.4688,32
55080,"Brave One, The",2007,4413,,,Crime Drama Thriller,vigilante revenge jodie foster nudity (topless - brief) public radio strong female lead 'in your face' violence 'stfu!',3.3279,494
55094,In the Valley of Elah,2007,6973,,,Drama Mystery,iraq war tommy lee jones army nudity (topless) paul haggis r charlize theron clearplay,3.603,767
55098,Paint It Yellow (Rang De Basanti),2006,7913,,,Action Comedy Drama,rakesh omprakash mehra 11/11 bollywood social cause,3.8636,55
55100,I Could Never Be Your Woman,2007,15019,,,Comedy Romance,age disparity romance may-december romance paul rudd amy heckerling dolls feel-good michelle pfeiffer mother daughter relationship,2.9775,89
55106,Design for Living,1933,77210,,,Comedy Romance,criterion ernst lubitsch gary cooper love triangle clv fredric march might like miriam hopkins,3.6212,33
55110,December Boys,2007,4629,,,Drama,boring daniel radcliffe drama nudity (topless - brief) nudity (topless) pg13 teresa palmer,3.1419,74
55112,Shanghai Kiss,2007,15361,,,Comedy Drama Romance,,3.5,14
55116,"Hunting Party, The",2007,5353,,,Action Adventure Comedy Drama Thriller,fewer than 300 ratings fios on demand improbable less than 300 ratings mvlc richard shepard to see: war funny,3.4478,182
55118,Eastern Promises,2007,2252,,,Crime Drama Thriller,viggo mortensen organized crime naomi watts russian mafia rape david cronenberg atmospheric violent,3.8322,3224
55132,"Bubble, The (Ha-Buah)",2006,14788,,,Drama Romance,gays hebrew israel tel aviv,3.3182,11
55147,27 Missing Kisses,2000,63607,,,Comedy Drama Romance,,4.0,1
55154,Brooklyn Rules,2007,13072,,,Crime Drama Romance,1980s board game catholicism christmas class society college friendship hair,3.1,30
55156,"Unreasonable Man, An",2006,30365,,,Documentary,ralph nader activism documentary 08/09 business democracy dvd-r henriette mantel,3.7753,89
55159,Vengeance is Mine (Fukushu suruwa wareniari),1979,42170,,,Crime Drama,07/10 08/10 criterion shôhei imamura vistavision,3.4906,53
55167,Tekkonkinkreet (Tekkon kinkurîto),2006,13754,,,Action Adventure Animation Crime Fantasy,anime beautiful animation manga yakuza based on manga dualism empty characters visually appealing,3.8498,243
55176,In the Shadow of the Moon,2007,14284,,,Documentary,space archive footage aviation history 1960s cold war earth less than 300 ratings,3.8883,282
55178,Stephanie Daley,2006,20308,,,Drama,,3.1607,28
55190,Love and Other Disasters,2006,6641,,,Comedy Romance,gay brittany murphy meta catherine tate comedy matthew rhys quirky santiago cabrera,3.3065,62
55199,"Contractor, The",2007,15071,,,Action Drama Thriller,child actor france predictable thriller,3.0,13
55205,Interview,2007,8414,,,Drama,steve buscemi sienna miller dialogue driven interviews drama drugs fame partialy lenghty,3.2758,165
55207,Cashback,2004,244797,,,Comedy Drama,easily confused with other movie(s) (title) short england instant view night not to be confused with feature short film should like,3.5682,44
55209,The Death and Life of Bobby Z,2007,10425,,,Action Crime Drama Thriller,,2.6818,22
55223,Private Fears in Public Places (Coeurs),2006,24170,,,Drama Romance,alain resnais based on a play france paris,3.3,25
55226,House of Bamboo,1955,20942,,,Crime Film-Noir,gangsters japan military tokyo undercover cop,3.0938,16
55232,Resident Evil: Extinction,2007,7737,,,Action Horror Sci-Fi Thriller,zombies post-apocalyptic milla jovovich video game adaptation virus ali larter resident evil bio chemical research,3.1695,1351
55241,Mr. Woodcock,2007,13257,,,Comedy,seann william scott craig gillespie,2.5521,317
55245,Good Luck Chuck,2007,10030,,,Comedy Romance,jessica alba nudity (topless) rubbish black comedy random sex teenage witch curse dane cook,2.817,560
55247,Into the Wild,2007,5915,,,Action Adventure Drama,self discovery based on a true story road trip alaska great soundtrack psychology atmospheric sean penn,3.9655,4945
55250,"Game Plan, The",2007,13680,,,Comedy,"football american football andy fickman bob*ola boston comedy dwayne \\""the rock\""\"" johnson"" dwayne johnson",3.1104,222
55253,"Lust, Caution (Se, jie)",2007,4588,,,Drama Romance Thriller War,world war ii nudity (full frontal - notable) ang lee erotic china chinese culture espionage nc-17,3.7631,574
55255,Feast of Love,2007,14313,,,Drama Romance,nudity (full frontal) based on a book compelling intertwined morgan freeman nudity (rear) radha mitchell small town,3.1383,141
55257,Postal,2007,2728,,,Action Comedy Thriller,broad satire nudity (topless) uwe boll bollocks dave foley over the top video game adaptation zack ward,2.589,118
55259,"Seeker: The Dark Is Rising, The",2007,2274,,,Action Adventure Drama Fantasy,don't watch dvd jacksonville lame less than 300 ratings pointless redbox stupid,2.8039,153
55261,"Heartbreak Kid, The",2007,9038,,,Comedy Drama Romance,ben stiller malin akerman danny mcbride farrelly brothers nudity (topless - brief) nudity (topless) clearplay r,2.7799,402
55267,Dan in Real Life,2007,7211,,,Comedy Drama Romance,steve carell large family predictable infidelity not a comedy cliche juliette binoche sappy,3.4467,1360
55269,"Darjeeling Limited, The",2007,4538,,,Adventure Comedy Drama,wes anderson dark comedy india adrien brody cinematography owen wilson road trip spiritual journey,3.737,2956
55272,We Own the Night,2007,2001,,,Crime Drama,drugs new york city nightclub 1980s gangsters joaquin phoenix mark wahlberg siblings,3.2489,476
55274,Elizabeth: The Golden Age,2007,4517,,,Drama,cate blanchett clive owen geoffrey rush character based on real person:walter raleigh rhys ifans below r biographical costume drama,3.4399,607
